03/30/2014,"[('Orioles May Keep Verlander Waiting - The New York Times', 'https://www.nytimes.com/2014/03/30/sports/baseball/orioles-may-keep-verlander-waiting.html', 0), ('Red Sox-Orioles Preview | SI.com', 'http://www.si.com/mlb/2014/03/30/ap-bba-red-sox-orioles-preview', 1), ('Baltimore Orioles 2014 Season Preview - Birds Watcher', 'http://birdswatcher.com/2014/03/30/baltimore-orioles-2014-season-preview/', 2), ('Unlike the past, Orioles able to take ... - The Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-young-guns-0330-20140330-story.html', 3), ('After 6 Weeks In Sunny Sarasota, Orioles ... - CBS Baltimore', 'http://baltimore.cbslocal.com/2014/03/30/after-6-weeks-in-sunny-sarasota-orioles-ready-for-opening-day/', 4), ('Baltimore Orioles place Manny Machado, three on disabled list', 'http://fansided.com/2014/03/30/baltimore-orioles-place-manny-machado-three-disabled-list/', 5), ('Baltimore Orioles players would like their own way to ...', 'http://articles.baltimoresun.com/2014-03-30/sports/bal-orioles-players-would-like-their-own-way-to-honor-late-pr-director-monica-barlow-in-2014-20140329_1_monica-barlow-orioles-players-adam-jones', 6), ('Orioles Merchandise - YouTube', 'http://www.youtube.com/watch?v=j3JcpO4WEo8', 7), ('Major League Baseball Beers - Thrillist', 'https://www.thrillist.com/drink/nation/major-league-baseball-beers-thrillist-nation', 8), ('2014 MLB Schedule 03/30/2014 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2014&date=2014-03-30&seasonType=1', 9)]"
03/31/2014,"[('Red Sox fall to Orioles 2-1 in season opener - USA TODAY', 'http://www.usatoday.com/story/sports/mlb/2014/03/31/red-sox-fall-to-orioles-2-1-in-season-opener/7139775/', 0), ('Top 40 Orioles of All Time: #1, Cal Ripken, Jr. - Camden \\u2026', 'http://www.camdenchat.com/2014/3/31/5564988/cal-ripken-orioles-greatest', 1), ('Series Preview: Baltimore Orioles vs. Boston Red Sox, 31 ...', 'http://www.camdenchat.com/2014/3/31/5565810/series-preview-orioles-red-sox-mlb', 2), ('Baltimore Orioles Opening Day magic for fans as \\u2026', 'http://www.baltimoresun.com/news/maryland/bs-md-orioles-opening-day-20140331-story.html', 3), ('1956 Baltimore Orioles Home Opener vs. \\u2026', 'http://www.youtube.com/watch?v=csDVNUazVjk', 4), (""Instant analysis of the Orioles' 2-1 win over the Boston ..."", 'http://www.baltimoresun.com/sports/orioles/blog/bal-instant-analysis-orioles-red-sox-opening-day-2014-20140331-story.html', 5), ('Let the games begin: Red Sox ready to face Orioles on ...', 'https://www.boston.com/sports/extra-bases/2014/03/31/let_the_games_begin', 6), ('Baltimore Orioles Opening Day \\u2013 The Hope of Spring', 'http://thebaltimorewire.com/2014/03/31/baltimore-orioles-opening-day-hope-spring/', 7), ('Orioles Opening Day 2014 - YouTube', 'http://www.youtube.com/watch?v=bYsX21Dwlvo', 8), ('2014 MLB Schedule 03/31/2014 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2014&date=2014-03-31&seasonType=1', 9)]"
04/01/2014,"[('MY LOTTERY REWARDS\\u2122 Maryland Lottery\\xae Baltimore \\u2026', 'http://www.mdlottery.com/wp-content/uploads/2014/04/Baltimore-Orioles-Second-Chance-Rules.pdf', 0), ('Manny Machado is the next Mike Trout - Beyond the Box Score', 'http://www.beyondtheboxscore.com/2014/4/1/5564306/manny-machado-is-the-next-mike-trout', 1), ('Turn Down for What @ Camden Yards | Baltimore \\u2026', 'http://www.youtube.com/watch?v=WyierlWHfks', 2), ('Opening Day Celebrates 60 Years of Orioles Baseball \\u2013 CNS ...', 'http://cnsmaryland.org/2014/04/01/opening-day-celebrates-60-years-of-orioles-baseball/', 3), ('Orioles Prospect Primer: Harvey on the rise | MiLB.com ...', u'http://www.milb.com/news/print.jsp?ymd=20140401&content_id=70129706&vkey=news_milb&fext=.jsp', 4), ('Red Sox-Orioles Preview | SI.com', 'http://www.si.com/mlb/2014/04/01/ap-bba-red-sox-orioles-preview-1st-ld-writethru', 5), (""Orioles, Ubaldo Jimenez hope they're perfect dance ..."", 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-ubaldo-jimenez-0402-20140401-story.html', 6), ('Steve Clevenger, Steve Lombardozzi Excited To Play For ...', 'https://www.pressboxonline.com/2014/04/01/steve-clevenger-steve-lombardozzi-excited-to-play-for-hometown-orioles', 7), ('Tony Cuccinello - BR Bullpen - Baseball-Reference.com', 'http://www.baseball-reference.com/bullpen/Tony_Cuccinello', 8), ('2014 MLB Schedule 04/01/2014 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2014&date=2014-04-01&seasonType=1', 9)]"
04/02/2014,"[('BOS@BAL: Cruz makes his Orioles debut vs. Red Sox - \\u2026', 'http://www.youtube.com/watch?v=NaEXdnU41mk', 0), ('Orioles Outfielder Nelson Cruz trying to get settled in ...', 'http://www.baltimoresun.com/sports/orioles/blog/bs-sp-orioles-notebook-0403-20140402-story.html', 1), ('BOS@BAL: Tenor Richard Troxell sings national anthem', 'http://www.youtube.com/watch?v=Ai2k5uWGeI4', 2), ('Baltimore Orioles going for it in 2014 - The Boston Globe', 'https://www.bostonglobe.com/sports/2014/04/02/baltimore-orioles-going-for/kCBuRDtuopKq1aGwAY0S5O/story.html', 3), ('David Ortiz - Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/bal-bs-p10-sp-orioles-0403-ferron-20140402-photo.html', 4), ('2014 MLB Scores 4/2/2014 | FOX Sports', u'http://www.foxsports.com/mlb/scores?season=2014&date=2014-04-02', 5), ('Napoli, Ortiz power Boston Red Sox past Orioles', 'http://chowderandchampions.com/2014/04/02/napoli-ortiz-power-boston-red-sox-past-orioles/', 6), ('Orioles Active On Field, In Community During 2014 Spring ...', 'http://www.tampabaynewswire.com/2014/04/02/orioles-active-on-field-in-community-during-2014-spring-training-campaign-in-sarasota-21817', 7), ('Green light: a study of 3-0 swings - Beyond the Box Score', 'http://www.beyondtheboxscore.com/2014/4/2/5566892/green-light-a-study-of-3-0-swings', 8), ('MLB on Yahoo! Sports - News, Scores, Standings, Rumors ...', 'http://sports.yahoo.com/mlb/scoreboard/?date=2014-04-02', 9)]"
04/03/2014,"[(""Napoli's 4 RBIs lead Red Sox over Orioles 6-2"", 'https://www.yahoo.com/news/napolis-4-rbis-lead-red-sox-over-orioles-073541427.html?ref=gs', 0), ('Baltimore Orioles getting used to stretch of day games ...', 'http://www.baltimoresun.com/sports/orioles/blog/bal-baltimore-orioles-getting-used-to-stretch-of-day-games-20140403-story.html', 1), ('Kevin Gausman scratched from Triple-A Norfolk start, could ...', 'http://www.baltimoresun.com/sports/orioles/blog/bal-orioles-considering-calling-up-kevin-gausman-for-possible-saturday-doubleheader-in-detroit-20140403-story.html', 2), ('International League Boxscores for April 03 2014 ...', u'http://www.baseballamerica.com/statistics/leagues/box/?lg_id=9&tm1=3144&tm2=3165&sbd=20140403&gc=1', 3), (""Orioles 'LEATHER BLACKOUT' Fitted Hat by New Era - YouTube"", 'http://www.youtube.com/watch?v=eyENP1h_bEw', 4), ('2014 MLB Scores 4/3/2014 | FOX Sports', u'http://www.foxsports.com/mlb/scores?season=2014&date=2014-04-03', 5), (""Napoli's bat, Sox shelve Orioles | Sun Journal"", 'http://www.sunjournal.com/news/national-sports/2014/04/03/napolis-bat-sox-shelve-orioles/1513774', 6), ('Probable Pitchers | MLB.com', u'http://mlb.mlb.com/news/probable_pitchers/index.jsp?c_id=mlb&date=2014/04/03', 7), ('Russell Wilson throws out first pitch at Rangers game ...', 'http://www.youtube.com/watch?v=T-XPVpnNs00', 8), ('MLB on Yahoo! Sports - News, Scores, Standings, Rumors ...', u'http://sports.yahoo.com/mlb/scoreboard/?date=2014-04-03&conf=', 9)]"
04/04/2014,"[(""Baltimore Orioles: O's Pitching Slogs Way Through Third ..."", 'http://thebaltimorewire.com/2014/04/04/baltimore-orioles-os-pitching-slogs-way-third-straight-loss/', 0), ('Updates on Manny Machado, Dylan Bundy and Johan Santana', 'http://www.baltimoresun.com/sports/orioles/blog/bal-updates-on-machado-bundy-and-santana-20140404-story.html', 1), (""BOS@BAL: Ubaldo strikes out six in O's debut - YouTube"", 'https://www.youtube.com/watch?v=UIoeK2M0c5A', 2), ('2014 Bowie Baysox season preview - Camden Chat', 'http://www.camdenchat.com/2014/4/4/5581722/bowie-baysox-season-preview-baltimore-orioles-minor-leagues-prospects', 3), (""Orioles Spot is a Dream job for Pigtown's Steve Clevenger"", 'http://southbmore.com/2014/04/04/playing-for-the-orioles-is-a-dream-come-true-for-pigtowns-steve-clevenger/', 4), ('Baltimore Orioles and Wei-Yin Chen miss their marks ever ...', 'http://birdswatcher.com/2014/04/04/baltimore-orioles-wei-yin-chen-miss-marks-ever-slightly/', 5), ('Runs created - BR Bullpen - Baseball-Reference.com', 'http://www.baseball-reference.com/bullpen/Runs_Created', 6), ('Red Sox edge Orioles in rubber game, win series', 'http://chowderandchampions.com/2014/04/04/red-sox-edge-orioles-rubber-game-win-series/', 7), ('11 Unreal Foods You Can Get At MLB Ballparks, From Mega ...', 'http://www.huffingtonpost.com/2014/04/03/weird-ballpark-food_n_5079227.html', 8), ('2014 MLB Season Look-Alikes | Bleacher Report', 'http://bleacherreport.com/articles/2014953-mlb-doppelgangers', 9)]"
04/05/2014,"[(""Baseball: Orioles, Norris can't stop Tigers - marinij.com"", 'http://www.marinij.com/article/zz/20140405/NEWS/140408716', 0), ('California League Boxscores for April 05 2014 - Baseball ...', u'http://www.baseballamerica.com/statistics/leagues/box/?lg_id=4&tm1=3091&tm2=3139&sbd=20140405&gc=1', 1), ('The Baltimore Wire: Torii Hunter Sends Orioles to \\u2026', 'http://thebaltimorewire.com/2014/04/05/torii-hunter-sends-orioles-fourth-consecutive-loss-game-6-preview/', 2), ('For 50 Baltimore ballplayers, Oriole Park becomes field \\u2026', 'http://www.baltimoresun.com/sports/high-school/bs-va-sp-presidents-cup-baseball-0406-20140405-story.html', 3), ('Baltimore Orioles: Should one not be ""too good?""', 'http://birdswatcher.com/2014/04/05/baltimore-orioles-one-good/', 4), (""Pikesville native ready to review umpires' calls for Orioles"", 'http://articles.baltimoresun.com/2014-04-05/sports/bs-sp-schmuck-orioles-adam-gladstone-0406-20140405_1_orioles-manager-buck-showalter-jim-evans-academy-professional-umpiring', 5), ('Baltimore Orioles: Tiger Balm - Birds Watcher', 'http://birdswatcher.com/2014/04/05/baltimore-orioles-tiger-balm/', 6), ('MLB on Yahoo! Sports - News, Scores, Standings, \\u2026', u'http://sports.yahoo.com/mlb/scoreboard/?date=2014-04-05&conf=', 7), ('2014 MLB Schedule 04/05/2014 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2014&date=2014-04-05&seasonType=1', 8), ('MLB Baseball Scores in Real Time - DonBest.com', 'http://www.donbest.com/mlb/scores/20140405.html', 9)]"
04/06/2014,"[('Orioles beat Tigers 3-1, handing them 1st loss | Sports ...', 'https://www.usnews.com/news/sports/articles/2014/04/06/orioles-beat-tigers-3-1-handing-them-1st-loss', 0), ('Category:Major League Baseball logos - Wikipedia', 'https://en.wikipedia.org/wiki/Category:Major_League_Baseball_logos', 1), ('Orioles beat Tigers 3-1, handing them 1st loss - usatoday.com', 'http://www.usatoday.com/story/sports/mlb/2014/04/06/orioles-beat-tigers-3-1-handing-them-1st-loss/7387599/', 2), ('Orioles left fielder David Lough bats leadoff in second ...', 'http://www.baltimoresun.com/sports/orioles/blog/bal-orioles-left-fielder-david-lough-bats-leadoff-in-second-straight-game-20140406-story.html', 3), ('Orioles beat Tigers 3-1, handing them 1st loss - Yahoo', 'https://www.yahoo.com/news/orioles-beat-tigers-3-1-handing-them-1st-200837834--spt.html', 4), ('Detroit Handed First Loss, As Orioles Beat Tigers 3-1 ...', 'http://detroit.cbslocal.com/2014/04/06/detroit-handed-first-loss-as-orioles-beat-tigers-3-1/', 5), ('Former Orioles #1 Pick Darnell McDonald Retires', 'http://thebaltimorewire.com/2014/04/06/former-orioles-1-pick-darnell-mcdonald-retires/', 6), ('Baltimore Orioles vs. New York Yankees Preview Podcast', 'http://birdswatcher.com/2014/04/06/baltimore-orioles-vs-new-york-yankees-preview-podcast/', 7), (""Orioles minor league rundown 4/6/2014: Zach Davies' AA ..."", 'http://www.camdenchat.com/2014/4/6/5588484/orioles-minor-league-rundown-4-6-2014-zach-davies-aa-debut-glynn', 8), ('W2W4: Yankees open home schedule against Orioles on \\u2026', 'http://empirewritesback.com/2014/04/06/w2w4-yankees-open-home-schedule-orioles-monday/', 9)]"
04/07/2014,"[('Hugh Daily - BR Bullpen - Baseball-Reference.com', 'http://www.baseball-reference.com/bullpen/Hugh_Daily', 0), ('Baltimore Orioles at New York Yankees - CBSSports.com', 'http://www.cbssports.com/mlb/gametracker/recap/MLB_20140407_BAL@NYY/jeter-helps-yanks-beat-os-in-captains-final-home-opener', 1), (""Baltimore Orioles' first week in the books. - Birds Watcher"", 'http://birdswatcher.com/2014/04/07/first-week-books-orioles/', 2), ('Series Preview: Baltimore Orioles @ New York Yankees, 7-9 ...', 'http://www.camdenchat.com/2014/4/7/5589262/series-preview-orioles-yankees-mlb', 3), ('For greeter of Orioles\\u2019 fans, stadium post is a gateway to ...', 'http://www.jta.org/2014/04/07/arts-entertainment/for-greeter-of-orioles-fans-stadium-post-is-a-gateway-to-happiness', 4), ('Orioles-Yankees Preview | SI.com', 'http://www.si.com/mlb/2014/04/07/ap-bba-orioles-yankees-preview-1st-ld-writethru', 5), ('Baltimore Orioles Head to NY for First 2014 Series', 'http://thebaltimorewire.com/2014/04/07/baltimore-orioles-head-ny-first-2014-series/', 6), ('Ranjit Dighe - SUNY Oswego', 'http://www.oswego.edu/~dighe/', 7), ('Fantasy Baseball 2014: Baltimore Orioles Prospects | XN Sports', 'http://xnsports.com/2014/04/07/fantasy-baseball-2014-baltimore-orioles-prospects/', 8), ('Derek Jeter gets celeb treatment at home opener - NY Daily ...', 'http://www.nydailynews.com/sports/baseball/yankees/derek-jeter-celeb-treatment-home-opener-article-1.1748396', 9)]"
04/08/2014,"[('Major League Baseball: Yanks top Orioles, 4-2 | The Daily ...', 'https://dailygazette.com/article/2014/04/08/408_Yankees', 0), ('Baltimore Orioles Rotation Returns to Wei-Yin Chen', 'http://thebaltimorewire.com/2014/04/08/baltimore-orioles-rotation-returns-wei-yin-chen/', 1), ('California League Boxscores for April 08 2014 - Baseball ...', u'http://www.baseballamerica.com/statistics/leagues/box/?lg_id=4&tm1=3091&tm2=3106&sbd=20140408&gc=1', 2), ('2014 MLB Scores 4/8/2014 | FOX Sports', u'http://www.foxsports.com/mlb/scores?season=2014&date=2014-04-08', 3), ('For Derek Jeter, Awkward Play and Trademark Cool', 'https://www.nytimes.com/2014/04/08/sports/baseball/for-derek-jeter-awkward-play-and-trademark-cool.html', 4), ('Orioles shortstop J.J. Hardy nearing return to starting ...', 'http://www.baltimoresun.com/sports/orioles/blog/bal-orioles-shortstop-jj-hardy-nearing-return-to-starting-lineup-could-be-available-today-off-the-bench-20140408-story.html', 5), ('Derek Jeter\\u2019s Colleagues Figure Prominently in a Victory ...', 'https://www.nytimes.com/2014/04/08/sports/baseball/yankees-win-jeters-last-home-opener.html', 6), ('Adam Jones gets nostalgic about R.B.I. Baseball 14 - YouTube', 'http://www.youtube.com/watch?v=j8onxn3wM2U', 7), ('Baltimore Orioles: Matt Wieters\\u2019 Hot Start Could Signal ...', 'http://www.rantsports.com/mlb/2014/04/08/baltimore-orioles-matt-wieters-hot-start-could-signal-breakout-season-at-the-plate/', 8), ('Antitrust Exemption Holds Baseball Back a Century ...', 'https://www.bloomberg.com/view/articles/2014-04-08/antitrust-exemption-holds-baseball-back-a-century', 9)]"
