03/31/2011,"[('Your kids aren\\u2019t playing baseball | HardballTalk', 'http://mlb.nbcsports.com/2011/03/31/your-kids-arent-playing-baseball/'), ('2011 MLB Schedule 03/31/2011 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2011&date=2011-03-31&seasonType=1'), ('The Phillies\\u2019 Four Aces - The New York Times', 'http://www.nytimes.com/2011/04/03/magazine/mag-03Phillies-t.html'), ('Camden Yards Renovations 2011 - YouTube', 'http://www.youtube.com/watch?v=1nQYAiji10o'), ('A Publication of', 'http://friendsofsleepingbear.org/wp-content/uploads/2011/09/SLBE-birding-booklet-3-31-2011-web.pub_.pdf'), ('MLB on Yahoo! Sports - News, Scores, Standings, Rumors ...', 'http://sports.yahoo.com/mlb/scoreboard/?d=2011-03-31'), ('Up next: Tampa Bay Rays vs. Baltimore Orioles', 'http://www.tampabay.com/sports/baseball/rays/up-next-tampa-bay-rays-vs-baltimore-orioles/1160950'), (""AL East: Sox spend, but can't catch Yanks, Rays"", 'http://www.nydailynews.com/sports/baseball/al-east-preview-red-sox-reload-adrian-gonzalez-carl-crawford-yanks-rays-tops-article-1.119311'), (""The Greatest Pitching Rotation of All Time \\u2014 and It's Not ..."", 'https://6thfloor.blogs.nytimes.com/2011/03/31/the-greatest-pitching-rotation-of-all-time/'), ('2011 MLB Predictions: Zack Greinke and the 10 Biggest ...', 'http://bleacherreport.com/articles/646330-2011-mlb-predictions-zack-greinke-and-the-10-biggest-pitching-busts')]"
04/01/2011,"[('world of orioles baseball - YouTube', 'http://www.youtube.com/watch?v=spfCR7g21vE'), ('Probable Pitchers | MLB.com', u'http://mlb.mlb.com/news/probable_pitchers/index.jsp?c_id=mlb&date=2011/04/01'), ('Lou Gorman, Former Red Sox General Manager, Dies at 82 ...', 'http://www.nytimes.com/2011/04/02/sports/baseball/02gorman.html'), ('2011 MLB Games: Orioles Rays Head to Head', 'https://www.teamrankings.com/mlb/matchup/orioles-rays-2011-04-01/head-to-head'), ('Favorite player/s from every MLB team? | Yahoo Answers', 'https://answers.yahoo.com/question/index?qid=20110401201723AA6SJno'), ('MLB Box Score - Baltimore vs. Tampa Bay', 'http://www.cbssports.com/mlb/gametracker/boxscore/MLB_20110401_BAL@TB'), ('Buck Showalter Comes to Baltimore | Baltimore magazine', 'http://www.baltimoremagazine.net/2011/4/1/buck-showalter-comes-to-baltimore'), ('Roberts, Markakis lead Orioles past Rays - Boston.com', 'http://archive.boston.com/sports/baseball/articles/2011/04/01/roberts_markakis_lead_orioles_past_rays/'), ('2011 MLB Scores 4/1/2011 | FOX Sports', u'http://www.foxsports.com/mlb/scores?season=2011&date=2011-04-01'), ('Orioles game to cost family of four $174.10 - Baltimore ...', 'http://www.bizjournals.com/baltimore/news/2011/04/01/family-of-four-to-spend-17410-at.html')]"
04/02/2011,"[('Probable Pitchers | MLB.com', u'http://mlb.mlb.com/news/probable_pitchers/index.jsp?c_id=mlb&date=2011/04/02'), ('Baltimore Orioles blog - Orioles, MLB, Baseball News and ...', 'http://oriolepost.blogspot.com/2011/04/'), (""Brian Matusz Injury | Matusz's injury has Orioles already ..."", 'http://articles.baltimoresun.com/2011-04-02/sports/bs-sp-schmuck-orioles-0402-20110401_1_brian-matusz-jeremy-guthrie-orioles'), ('Roberts, Markakis lead Orioles past Rays', 'https://www.yahoo.com/news/roberts-markakis-lead-orioles-past-rays-20110401-183011-206.html'), ('New York Yankees - Extremely Rare Footage - YouTube', 'http://www.youtube.com/watch?v=XmaP34tEMYk'), ('Brian Roberts - Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/bal-uspw-20110402_pjc_2320110402195028-photo.html'), ('Hernando County prodigy joins Larry the Cable Guy in ...', 'http://www.tampabay.com/features/movies/hernando-county-prodigy-joins-larry-the-cable-guy-in-tooth-fairy-2-movie/1161303'), ('Brooks Robinson Health | Fans wish Orioles legend Brooks ...', 'http://articles.baltimoresun.com/2011-04-02/sports/bs-md-brooks-robinson-update-20110402_1_brooks-robinson-speedy-recovery-greater-baltimore-medical-center'), ('Bill Smith At Yonkers | New York Post', 'http://nypost.com/2011/04/02/bill-smith-at-yonkers-67/'), ('Best location in Baltimore --&gt; overlooking Camden Yards ...', 'https://www.tripadvisor.com/ShowUserReviews-g60811-d1147514-r102525579-Hilton_Baltimore-Baltimore_Maryland.html')]"
04/03/2011,"[('Probable Pitchers | MLB.com', u'http://mlb.mlb.com/news/probable_pitchers/index.jsp?c_id=mlb&date=2011/04/03'), ('Evan Longoria headed to disabled list with oblique injury ...', 'http://mlb.nbcsports.com/2011/04/03/longoria-thinks-oblique-injury-wont-require-disabled-list/'), ('Arrest leads to father-son bonding | FOX Sports', 'http://www.foxsports.com/nba/story/greg-lafleur-reunites-with-son-los-angeles-lakers-center-robert-sacre-after-arrested-development-061413'), ('Two Rangers Achieve Unique Home Run Streaks to Cap \\u2026', 'http://www.nytimes.com/2011/04/04/sports/baseball/04bats.html'), ('Orioles\\u2019 Luke Scott suffers groin injury | HardballTalk', 'http://mlb.nbcsports.com/2011/04/03/orioles-luke-scott-suffers-groin-injury/'), (""Britton Orioles | Orioles' Britton unsinkable in major ..."", 'http://articles.baltimoresun.com/2011-04-03/sports/bs-sp-orioles-rays-0404-20110403_1_zach-britton-rays-starter-wade-davis-tropicana-field'), ('Oriole Park At Camden Yards Renovations 2011 - \\u2026', 'http://www.youtube.com/watch?v=23ckazx8bdM'), ('The Most Crushing Losses in Sports History | Bleacher Report', 'http://www.bleacherreport.com/articles/652949-the-most-crushing-losses-in-sports-history'), ('Brian Matusz Making Progress With Rib Injury - SBNation.com', 'http://www.sbnation.com/mlb/2011/4/3/2088722/brian-matusz-rib-injury-dl-orioles'), ('Green grass and rising spirits at Camden Yards', 'http://articles.baltimoresun.com/2011-04-03/news/bs-md-opening-day-preparations-20110403_1_nicole-sherry-home-opener-oriole-park')]"
04/04/2011,"[('Black and Orange (Official Orioles Anthem) - YouTube', 'http://www.youtube.com/watch?v=9W1GvxahNAs'), ('MLB Power Rankings: The 50 Strangest Batting Stances and ...', 'http://bleacherreport.com/articles/653640-mlb-power-rankings-the-50-strangest-batting-stances-pitching-motions-ever/'), ('Orioles Food Vendors | New Orioles concessionaire scores ...', 'http://articles.baltimoresun.com/2011-04-04/entertainment/bs-ae-orioles-opening-food-20110404_1_polock-johnny-new-orioles-sandwich'), ('Tigers vs. Orioles Wrapup | 04/04/11 | MLB.com', 'http://m.mlb.com/gameday/tigers-vs-orioles/2011/04/04/286942/final'), ('MLB on Yahoo! Sports - News, Scores, Standings, Rumors ...', 'http://sports.yahoo.com/mlb/scoreboard/?d=2011-04-04'), ('Sickly Tigers lose to Orioles 5-1, fall to 1-3', 'https://www.yahoo.com/news/sickly-tigers-lose-orioles-5-1-fall-1-20110404-161651-841.html'), ('NCAA BB Team Turnovers per Game - teamrankings.com', 'https://www.teamrankings.com/ncaa-basketball/stat/turnovers-per-game?date=2011-04-04'), ('Baltimore Vs. Detroit \\xab CBS Detroit', 'http://detroit.cbslocal.com/2011/04/04/baltimore-vs-detroit-2/'), ('Based on 4-0 start Orioles have a 60% statistical chance ...', 'http://content.usatoday.com/communities/dailypitch/post/2011/04/4-0-0-4-orioles-giants-fast-slow-start-playoffs/1'), (""Roberts' three-run homer lifts Orioles to first 4-0 start ..."", 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-tigers-0405-20110404-story.html')]"
04/05/2011,"[('The Orioles are sniffing around for some starting pitching ...', 'http://mlb.nbcsports.com/2011/04/05/the-orioles-are-sniffing-around-for-some-starting-pitching-help/'), ('Orioles Stay Perfect With Win Over Tigers', 'http://www.nytimes.com/2011/04/05/sports/baseball/05bats.html'), (""Bar's appeal denied by commission"", 'http://staugustine.com/news/local-news/2011-04-05/bars-appeal-denied-commission'), (""Orioles 'Buck' the past with surprising 4-0 start ..."", 'http://usatoday30.usatoday.com/sports/baseball/al/2011-04-05-2724632155_x.htm'), ('Baltimore Orioles Opening Day by Soundriven Pictures', 'http://www.youtube.com/watch?v=E7AXDw_xQL4'), ('Nolan Ryan and the 50 Most Overrated Players in MLB ...', 'http://www.bleacherreport.com/articles/653824-nolan-ryan-and-the-50-most-overrated-players-in-mlb-history/'), ('Griffin: A detailed look at the tough American League East ...', 'https://www.thestar.com/sports/baseball/2011/04/05/griffin_a_detailed_look_at_the_tough_american_league_east.html'), ('NCAA College Basketball RPI Rankings (updated today)', 'https://www.teamrankings.com/ncb/rpi/?date=2011-04-05'), ('2011 MLB Scores 4/5/2011 | FOX Sports', 'http://www.foxsports.com/mlb/scores?date=2011-04-05'), ('Orioles \\u2018Buck\\u2019 The Past With Surprising 4-0 Start \\xab CBS ...', 'http://baltimore.cbslocal.com/2011/04/05/orioles-buck-the-past-with-surprising-4-0-start/')]"
04/06/2011,"[('Category:Baseball season stubs - Wikipedia', 'https://en.wikipedia.org/wiki/Category:Baseball_season_stubs'), ('MLB: Ranking the New York Yankees and All 30 Teams by ...', 'http://www.bleacherreport.com/articles/655581-ranking-the-new-york-yankees-and-other-mlb-franchises-by-success'), ('Tigers 7, Orioles 3: Verlander &gt; Bergesen - Camden Chat', 'http://www.camdenchat.com/2011/4/6/2095754/tigers-7-orioles-3-verlander-bergesen'), (""Baseball's 10 Best Active Broadcasters | Bleacher Report"", 'http://www.bleacherreport.com/articles/656229-baseballs-10-best-broadcasters'), ('Tigers-Orioles Runs - USATODAY.com', 'http://usatoday30.usatoday.com/sports/baseball/al/2011-04-06-814945056_x.htm'), ('Orioles get warm welcome from Baltimore business ...', 'http://www.bizjournals.com/baltimore/news/2011/04/06/orioles-get-warm-welcome-from.html'), ('Tigers, Orioles Square Off In Game Two Of Series - SB ...', 'http://detroit.sbnation.com/detroit-tigers/2011/4/6/2095071/tigers-orioles-square-off-in-game-two-of-series'), ('Drunken Fan Runs Field at Baltimore Orioles Ballgame Video ...', 'http://abcnews.go.com/Entertainment/video/drunken-fan-runs-field-at-baltimore-orioles-ballgame-13307567'), (""Manny Machado | Machado's trip through Orioles' farm ..."", 'http://articles.baltimoresun.com/2011-04-06/sports/bs-sp-orioles-manny-machado-0407-20110406_1_manny-machado-mike-bordick-orioles'), ('Heidi Watney \\xab 100.7 WZLX', 'http://wzlx.cbslocal.com/photo-galleries/2011/04/06/heidi-watney-4/')]"
04/07/2011,"[('Red Sox and Rays Remain Winless - The New York Times', 'http://www.nytimes.com/2011/04/08/sports/baseball/08bats.html'), ('Erin Andrews and the 15 Sexiest MLB Reporters | Bleacher ...', 'http://www.bleacherreport.com/articles/657537-erin-andrews-and-the-15-sexiest-mlb-reporters'), (""Buck's O's | A fan on the Delmarva Peninsula following the ..."", 'http://bucksos.com/'), ('2011 MLB Schedule 04/07/2011 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2011&date=2011-04-07&seasonType=1'), (""Orioles' unbeaten run ends with 7-3 loss to Tigers"", 'https://www.yahoo.com/news/orioles-unbeaten-run-ends-7-3-loss-tigers-20110406-201707-464.html'), ('Historical Society of Michigan', 'http://www.hsmichigan.org/wp-content/uploads/2011/07/april_05.pdf'), ('Tigers, Verlander hand Orioles their 1st loss, 7-3', 'https://www.yahoo.com/news/tigers-verlander-hand-orioles-1st-loss-7-3-20110406-190206-463.html'), ('Schedule | MiLB.com Schedule | The Official Site of Minor ...', u'http://www.milb.com/milb/schedule/index.jsp?ymd=20110407&leagues=l117,l112'), ('And That Happened: Wednesday\\u2019s scores and highlights ...', 'http://mlb.nbcsports.com/2011/04/07/and-that-happened-wednesdays-scores-and-highlights-34/'), ('Pueblo Indians - BR Bullpen - Baseball-Reference.com', 'http://www.baseball-reference.com/bullpen/Pueblo_Indians')]"
04/08/2011,"[('The Poetry of Hangzhou: Next Stop - The New York Times', 'http://www.nytimes.com/2011/04/10/travel/10next-hangzhou-china.html'), ('Rangers-Orioles postponed, will play DH on Satuday | Fox News', 'http://www.foxnews.com/sports/2011/04/08/rangers-orioles-postponed-play-dh-satuday.html'), ('Jim Palmer -- The Most Overrated Pitcher of All Time ...', 'http://www.lonestarball.com/2011/4/8/2097836/jim-palmer-the-most-overrated-pitcher-of-all-time'), ('Orioles 7th Inning: God Bless America, Take Me Out to \\u2026', 'http://www.youtube.com/watch?v=X5J_-n3oKU8'), ('Red Sox Opening Day Entertainment and Events', u'http://boston.redsox.mlb.com/news/press_releases/press_release.jsp?ymd=20110408&content_id=17511382&vkey=pr_bos&fext=.jsp&c_id=bos'), ('Orioles use 5-run seventh to win over Tigers - Toledo Blade', 'http://www.toledoblade.com/Pro/2011/04/08/O-s-use-5-run-seventh-to-win.html'), ('Parking &amp; Tailgating | Omaha Storm Chasers Werner Park', u'http://www.milb.com/content/page.jsp?ymd=20110408&content_id=17508512&sid=t541&vkey=team1'), ('Day of the Week Specials | Wilmington Blue Rocks Tickets', u'http://www.milb.com/content/page.jsp?ymd=20110408&content_id=17512198&sid=t426&vkey=tickets'), ('FIGHT!!! The 20 Best Bench-Clearing Brawls in Sports ...', 'http://bleacherreport.com/articles/657476-the-20-best-bench-clearing-brawls-in-sports/'), ('ABA Checklist and Updates', 'http://www-personal.umich.edu/~bbowman/birds/updates/')]"
04/09/2011,"[('Where can I find a font similar to the Orioles on the ...', 'https://answers.yahoo.com/question/index?qid=20110409061926AAasSiq'), ('www.stubhub.com', 'http://www.stubhub.com/baltimore-orioles-tickets/orioles-vs-rangers-4-9-2011-1007333/'), ('Rangers vs. Orioles Wrapup | 04/09/11 | MLB.com', 'http://m.mlb.com/gameday/rangers-vs-orioles/2011/04/09/287013/final'), ('Orioles End Rangers\\u2019 Streak in Doubleheader Split - The ...', 'http://www.nytimes.com/2011/04/10/sports/baseball/10bats.html'), ('Relief in Boston Proves Fleeting as Pitching Staff Raises ...', 'http://www.nytimes.com/2011/04/10/sports/baseball/10redsox.html'), ('The Official Site of Minor League Baseball | MiLB.com \\u2026', u'http://www.milb.com/index.jsp?ymd=20110409&fext=.jsp'), ('Probable Pitchers | MLB.com', u'http://mlb.mlb.com/news/probable_pitchers/index.jsp?c_id=mlb&date=2011/04/09'), ('Baltimore Orioles Mascot O R I O L E S - YouTube', 'http://www.youtube.com/watch?v=CCBzqzraGCk'), ('Injured Orioles ponder DH after rainout vs Texas', 'https://www.yahoo.com/news/injured-orioles-ponder-dh-rainout-vs-texas-20110408-180549-009.html'), ('Paul Runge - BR Bullpen - Baseball-Reference.com', 'http://www.baseball-reference.com/bullpen/Paul_Runge')]"
