03/28/2012,"[('New Books Celebrate the Color of Spring', 'http://www.nytimes.com/2012/03/28/books/new-books-celebrate-the-color-of-spring.html'), (""Orioles spring training: Orioles' Eveland no longer ..."", 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-notes-0329-20120328-story.html'), ('The Most Hideous Uniform in the History of Each MLB Team ...', 'http://bleacherreport.com/articles/1122283-the-most-hideous-uniform-in-the-history-of-each-mlb-team'), ('Are The Orioles Worth $2 Billion? \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/03/28/are-the-orioles-worth-2-billion/'), ('UPDATE: In a New Era of Estate Planning Rocket Lawyer(TM ...', 'https://www.yahoo.com/news/era-estate-planning-rocket-lawyer-185100868.html'), ('2012 MLB Schedule 03/28/2012 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2012&date=2012-03-28&seasonType=1'), ('25 Most Ridiculous MLB Mascot Moments of All Time ...', 'http://www.bleacherreport.com/articles/1121064-25-most-ridiculous-mlb-mascot-moments-of-all-time'), ('Pitcher Mussina headlines Orioles Hall of Fame class ...', 'http://www.baltimoresun.com/sports/orioles/blog/bal-pitcher-mussina-headlines-orioles-hall-of-fame-class-20120328-story.html'), ('Md. Salad Dressing Makers Seek To Expand \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/03/28/md-salad-dressing-makers-seek-to-expand/'), ('Baltimore Orioles: Wada Struggles - birdswatcher.com', 'http://birdswatcher.com/2012/03/28/baltimore-orioles-wada-struggles/')]"
03/29/2012,"[('5 Reasons to Be Optimistic About the Baltimore Orioles in ...', 'http://www.bleacherreport.com/articles/1123592-5-reasons-to-be-optimistic-about-the-baltimore-orioles-in-2012'), ('New York Yankees: 7 Worst Teams in Franchise History ...', 'http://www.bleacherreport.com/articles/1124721-new-york-yankees-7-worst-teams-in-franchise-history'), ('A few questions with Orioles VP Dan Duquette - Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/blog/bal-a-few-questions-with-orioles-vp-dan-duquette-20120329-story.html'), ('Orioles designate Dana Eveland for assignment and claim ...', 'http://articles.baltimoresun.com/2012-03-29/sports/bal-orioles-designate-dana-eveland-for-assignment-and-claim-zelous-wheeler-off-waivers-20120329_1_totem-pole-orioles-executive-vice-president-assignment'), ('Orioles prospect Manny Machado is focused on one position ...', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-machado-0330-20120329-story.html'), ('At 44, Omar Vizquel Makes the Toronto Blue Jays | Fox News', 'http://www.foxnews.com/sports/2012/03/29/omar-vizquel-44-makes-toronto-blue-jays.html'), ('Baltimore Profile: Jack Moore, Owner Of El Suprimo Records', 'http://baltimore.cbslocal.com/2012/03/29/baltimore-profile-jack-moore-owner-of-el-suprimo-records/'), ('A few questions with Orioles VP Dan Duquette ...', 'http://articles.baltimoresun.com/2012-03-29/sports/bal-a-few-questions-with-orioles-vp-dan-duquette-20120329_1_roster-minor-leaguers-assignment'), ('Dauer gets inducted into Orioles Hall of Fame', 'http://www.dailynews.com/article/zz/20120329/NEWS/120327423'), ('Red-Tailed Hawk Cam Still a Hit, Returns with New York ...', 'http://www.audubon.org/news/red-tailed-hawk-cam-still-hit-returns-new-york-city-audubon-and-educational')]"
03/30/2012,"[('Orioles: Camden Yards, the stadium that changed baseball ...', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-camden-yards-0401-20120330-story.html'), ('Maine natives Gary Thorne, Mike Bordick team up for ...', 'http://bangordailynews.com/2012/03/30/sports/professional-sports/maine-natives-gary-thorne-mike-bordick-team-up-for-orioles-tv-broadcasts/'), ('Tigers use two-run ninth to beat Orioles 6-4', 'https://www.yahoo.com/news/tigers-two-run-ninth-beat-201810048--mlb.html'), ('Scoring at the stands: Stadium food vendors concede ...', 'http://www.bizjournals.com/washington/print-edition/2012/03/30/stadium-food-vendors-concede-profits.html'), ('The 1962 Mets | Newsday', 'http://www.newsday.com/sports/baseball/mets/the-1962-mets-1.3634585'), ('In this section - The Boston Globe', 'http://www.bostonglobe.com/sports/2012/03/30/wall/GS3XLQUAWOzjEM4isZ3qEL/story.html'), ('Growing California biotech maintains Baltimore ties ...', 'http://www.bizjournals.com/baltimore/print-edition/2012/03/30/growing-california-biotech-maintains.html'), ('Best Easter Events For The Family In Baltimore', 'http://baltimore.cbslocal.com/2012/03/30/best-easter-events-for-the-family-in-baltimore/'), ('On The Most Unhittable Pitch In Baseball - SBNation.com', 'http://www.sbnation.com/2012/3/30/2912623/jonny-venters-slider-most-unhittable-pitch'), ('Orioles roster starting to solidify - Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/blog/bal-orioles-roster-starting-to-solidify-20120330-story.html')]"
03/31/2012,"[('Baseball Preview \\u2014 Tigers Look Like A.L. Champions - The ...', 'http://www.nytimes.com/2012/04/01/sports/baseball/baseball-preview-tigers-look-like-al-champions.html'), ('Major League Teams Seek New Ways to Deconstruct Game', 'http://www.nytimes.com/2012/04/01/sports/baseball/major-league-teams-seek-new-ways-to-deconstruct-game.html'), ('Orioles pitching staff taking shape - Baltimore Sun', 'http://www.baltimoresun.com/sports/orioles/blog/bal-orioles-pitching-staff-taking-shape-20120331-story.html'), ('Bedard pitches 5 innings, Pirates and Orioles tie', 'https://www.yahoo.com/news/bedard-pitches-5-innings-pirates-214650878--mlb.html'), ('Orioles: Camden Yards, the stadium that changed baseball ...', 'http://articles.baltimoresun.com/2012-03-31/sports/bs-sp-orioles-camden-yards-0401-20120330_1_ballpark-with-modern-amenities-era-of-sports-architecture-major-league-baseball-commissioner'), ('Cal Ripken Jr. - Hall of Fame Career &amp; Streak - YouTube', 'http://www.youtube.com/watch?v=ROdTjuxpzeI'), ('David Ortiz full at bat - YouTube', 'http://www.youtube.com/watch?v=PRuN2DOw5Po'), ('Notebook: Orioles option right-hander Chris Tillman to ...', 'http://articles.baltimoresun.com/2012-03-31/sports/bs-sp-orioles-notes-0401-20120331_1_chris-tillman-minor-league-deal-orioles-manager'), ('Preston: Maryland championship team understood teamwork ...', 'http://www.baltimoresun.com/sports/terps/bs-sp-preston-column-0401-20120331-column.html'), ('City News Blog', 'http://www.lakelandgov.net/city-news-blog/blogdate/2012-03-31/datetype/month')]"
04/01/2012,"[('Orioles notebook: Wei-Yin Chen, Tommy Hunter make final ...', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-notebook-0402-20120401-story.html'), ('Ubaldo Jimenez Drills Troy Tulowitzki - YouTube', 'http://www.youtube.com/watch?v=BHmCmcU1CGs'), ('2016 Curve Media Guide | Altoona Curve Roster', u'http://www.milb.com/content/page.jsp?ymd=20120401&content_id=27810858&sid=t452&vkey=roster'), ('Take me out to the boardroom (Fortune, 1997) | Fortune.com', 'http://fortune.com/2012/04/01/take-me-out-to-the-boardroom-fortune-1997/'), ('Jennings hits 3 HRs to carry Rays over Orioles 8-5', 'https://www.yahoo.com/news/jennings-hits-3-hrs-carry-195521256--mlb.html'), (""Camden Yards 20 for 20: Ripken provides park's fondest ..."", 'http://www.carrollcountytimes.com/cct-arc-67693333-8619-54fc-b420-7ae10eabd3b7-20120401-story.html'), (""Matt Lindstrom's minor league outing goes well - Baltimore Sun"", 'http://www.baltimoresun.com/sports/orioles/blog/bal-lindstroms-minor-league-outing-goes-well-20120401-story.html'), ('Orioles Sign Johnny Damon to Two-Year Deal - Camden Chat', 'http://www.camdenchat.com/2012/4/1/2917407/orioles-sign-johnny-damon-to-two-year-deal'), ('Ride The Tide to Harbor Park | Norfolk Tides Harbor Park', u'http://www.milb.com/content/page.jsp?ymd=20120401&content_id=27820644&sid=t568&vkey=team1'), (""Today's lineup - Yankees Blog- ESPN"", 'http://www.espn.com/blog/new-york/yankees/post/_/id/30305/todays-lineup-11')]"
04/02/2012,"[('The Reds go too far with Joey Votto\\u2019s $225 million deal ...', 'http://mlb.nbcsports.com/2012/04/02/the-reds-go-too-far-with-joey-vottos-225-million-deal/'), ('Orioles notebook: Ryan Flaherty makes oster as utility ...', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-notebook-0403-20120402-story.html'), ('SONNY TIL &amp; THE ORIOLES - I MISS YOU SO - YouTube', 'http://www.youtube.com/watch?v=PqsP3nyNKKA'), (""Rick Dempsey brewpub, Gino's burgers to open at Oriole ..."", 'http://www.bizjournals.com/baltimore/news/2012/04/02/rick-dempsey-brewpub-ginos-burgers.html'), (""2012 MLB Predictions: All 30 Teams' Odds of Winning the ..."", 'http://www.bleacherreport.com/articles/1127430-2012-mlb-predictions-all-30-teams-odds-of-winning-the-world-series'), ('2012 MLB Schedule 04/02/2012 | FOX Sports', u'http://www.foxsports.com/mlb/schedule?season=2012&date=2012-04-02&seasonType=1'), ('NCAA BB Team Defensive Efficiency - TeamRankings.com', 'https://www.teamrankings.com/ncaa-basketball/stat/defensive-efficiency?date=2012-04-02'), ('Orioles Opening Day Expected To Be A Big Hit', 'http://baltimore.cbslocal.com/2012/04/02/orioles-opening-day-expected-to-be-a-big-hit/'), ('Orioles Prepare For Home Opener; Home Games Expected \\u2026', 'http://baltimore.cbslocal.com/2012/04/02/orioles-prepare-for-home-opener-home-games-expected-to-bring-big-business/'), ('Balconies | Memphis Redbirds Group Outings', u'http://www.milb.com/content/page.jsp?ymd=20120402&content_id=27842846&sid=t235&vkey=team3')]"
04/03/2012,"[('Maryland offers Oriole Bird license plates - Camden Chat', 'http://www.camdenchat.com/2012/4/3/2922749/maryland-offers-oriole-bird-license-plates'), ('Shiites, Sunnis in post-US Iraq: separate, unequal', 'https://www.yahoo.com/news/shiites-sunnis-post-us-iraq-separate-unequal-172912676.html'), ('Baltimore Orioles to debut new Budweiser Patio in right ...', 'http://www.bizjournals.com/baltimore/news/2012/04/03/baltimore-orioles-to-debut-new.html'), ('Orioles vanity license plates: Orioles cartoon bird ...', 'http://www.baltimoresun.com/features/baltimore-insider-blog/bal-orioles-fans-can-now-give-their-license-plates-the-bird-20120403-story.html'), ('Maryland unveils Orioles cartoon bird license plate ...', 'http://www.bizjournals.com/baltimore/news/2012/04/03/maryland-to-offer-orioles-cartoon.html'), ('What are the Roth IRA rules?', 'https://www.yahoo.com/news/roth-ira-rules-070110788.html'), ('Historical Dates in Michigan\\u2019s History April', 'http://www.hsmichigan.org/wp-content/uploads/2012/03/April-Take2.pdf'), ('SCF Manatees Baseball vs. Baltimore Orioles Today', 'http://www.scf.edu/Administration/PublicAffairsMarketing/NewsReleases/2012/20120403_01.asp'), ('Groundskeepers Perfect Camden Yards For Orioles Home ...', 'http://baltimore.cbslocal.com/2012/04/03/groundskeepers-perfect-camden-yards-for-orioles-home-opener/'), ('New Official Orioles Maryland License Plate \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/04/03/new-official-orioles-maryland-license-plate/')]"
04/04/2012,"[('Oriole Bird (@OrioleBird8) | Twitter', 'https://twitter.com/OrioleBird8'), ('Orioles vs Tides - YouTube', 'http://www.youtube.com/watch?v=Cq1-pJYPURk'), ('6 Sickened By Baby Turtles In Md. \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/04/04/6-sickened-by-baby-turtles-in-md/'), ('4 Reasons the 2012 Baltimore Orioles Will Make the ...', 'http://www.bleacherreport.com/articles/892640-four-reasons-why-the-2012-orioles-will-make-the-playoffs'), (""Orioles: O'Day, Patton in, Phillips out as Orioles ..."", 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-notes-0405-20120404-story.html'), ('Orioles home opener: Good Friday and the start of Passover ...', 'http://www.baltimoresun.com/news/opinion/readersrespond/bs-ed-orioles-good-friday-letter-20120404-story.html'), ('Cal Ripken Jr. and The 1987 Baltimore Orioles in Polaroids ...', 'http://tubbsbaseballblog.blogspot.com/2012/04/cal-ripken-jr-and-1987-baltimore.html'), ('Brian Matusz Chosen As Orioles\\u2019 4th Starter \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/04/04/brian-matusz-chosen-as-orioles-4th-starter/'), ('2012 MLB predictions, forecasts and wild guesses', 'https://www.yahoo.com/news/2012-mlb-predictions-forecasts-wild-065800003--mlb.html'), ('Orioles home opener: Good Friday and the start of Passover ...', 'http://articles.baltimoresun.com/2012-04-04/news/bs-ed-orioles-good-friday-letter-20120404_1_home-opener-orioles-camden-yards')]"
04/05/2012,"[('Orioles vanity license plates: Orioles cartoon bird ...', 'http://articles.baltimoresun.com/2012-04-05/features/bal-orioles-fans-can-now-give-their-license-plates-the-bird-20120403_1_plates-cartoon-bird-orioles-fans'), ('Best Baltimore Baseball Bars \\xab CBS Baltimore', 'http://baltimore.cbslocal.com/2012/04/05/best-baltimore-baseball-bars/'), (""Baltimore Orioles Owner Tops List of Baseball's Political ..."", 'https://www.usnews.com/news/blogs/washington-whispers/2012/04/05/baltimore-orioles-owner-tops-list-of-baseballs-political-donors'), (""Orioles: Last September's magic moment - Baltimore Sun"", 'http://www.baltimoresun.com/news/opinion/oped/bs-ed-orioles-20120405-story.html'), ('Opening Day starter? Jake Arrieta is ready for the ...', 'http://www.baltimoresun.com/sports/orioles/bs-sp-orioles-0406-20120405-story.html'), ('Power Ranking All 30 MLB Stadiums | Bleacher Report', 'http://bleacherreport.com/articles/1131117-2012-mlb-season-power-ranking-the-30-stadiums'), ('Variety Of New Foods &amp; Concessions At Camden Yards This ...', 'http://baltimore.cbslocal.com/2012/04/05/variety-of-new-concession-foods-at-camden-yards-this-season/'), (""Orioles' Showalter, Duquette optimistic about 2012 season ..."", 'http://www.bizjournals.com/baltimore/news/2012/04/05/orioles-showalter-duquette.html'), ('Baseball\\u2019s 7 Biggest Busts: Phenoms to Flops', 'http://www.thinkadvisor.com/2012/04/05/baseballs-7-biggest-busts-phenoms-to-flops'), ('2012 MLB Scores 4/5/2012 | FOX Sports', u'http://www.foxsports.com/mlb/scores?season=2012&date=2012-04-05')]"
04/06/2012,"[('Category:Start-Class Baltimore articles - Wikipedia', 'https://en.wikipedia.org/wiki/Category:Start-Class_Baltimore_articles'), ('Category:Stub-Class Baltimore articles - Wikipedia', 'https://en.wikipedia.org/wiki/Category:Stub-Class_Baltimore_articles'), ('MLB Baseball Box Score - Minnesota vs. Baltimore - Apr 06 ...', 'http://www.cbssports.com/mlb/gametracker/boxscore/MLB_20120406_MIN@BAL'), ('Brewers Lose to Cardinals Amid Cheers for Braun - The New ...', 'http://www.nytimes.com/2012/04/07/sports/baseball/mlb-baseball-roundup.html'), ('Oriole Park at Camden Yards turns 20 years old - ESPN.com', 'http://www.espn.com/mlb/story/_/id/7756571/oriole-park-camden-yards-turns-20-years-old'), ('Orioles peanut-free suites: Orioles now offering peanut ...', 'http://articles.baltimoresun.com/2012-04-06/features/bal-201204042_1_peanut-free-suite-allergies'), (""Camden Yards: Warren's Home Away From Home - North ..."", 'https://patch.com/maryland/northbaltimore/lisa-warren-baltimore-orioles-camden-yards-opening-day-4-6-2012'), ('Ballpark scuffle ends in court - Baltimore Sun', 'http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-lawsuit-orioles-seating-20120406-story.html'), ('Ballpark scuffle ends in court - tribunedigital-baltimoresun', 'http://articles.baltimoresun.com/2012-04-06/news/bs-md-ci-lawsuit-orioles-seating-20120406_1_woolford-havens-real-estate-agent'), ('Twins vs. Orioles Wrapup | 04/06/12 | MLB.com', 'http://m.mlb.com/gameday/twins-vs-orioles/2012/04/06/317737/final')]"
